protein_id	Seq MD5 digest	Sequence length	Analysis	Signature accession	Signature description	Start location	Stop location	Score	Status	Date of run	Interpro annotations - accession	Interpro annotation - description	optional: GO terms	optional: Pathway annotation
HIN_062284	4cf3b1d9b158c80b7469b5ea604a91ef	641	PRINTS	PR00301	70kDa heat shock protein signature	204	214	2.1E-69	T	14-10-2020				
HIN_062284	4cf3b1d9b158c80b7469b5ea604a91ef	641	PRINTS	PR00301	70kDa heat shock protein signature	474	490	2.1E-69	T	14-10-2020				
HIN_062284	4cf3b1d9b158c80b7469b5ea604a91ef	641	PRINTS	PR00301	70kDa heat shock protein signature	142	162	2.1E-69	T	14-10-2020				
HIN_062284	4cf3b1d9b158c80b7469b5ea604a91ef	641	PRINTS	PR00301	70kDa heat shock protein signature	332	348	2.1E-69	T	14-10-2020				
HIN_062284	4cf3b1d9b158c80b7469b5ea604a91ef	641	PRINTS	PR00301	70kDa heat shock protein signature	54	62	2.1E-69	T	14-10-2020				
HIN_062284	4cf3b1d9b158c80b7469b5ea604a91ef	641	PRINTS	PR00301	70kDa heat shock protein signature	364	384	2.1E-69	T	14-10-2020				
HIN_062284	4cf3b1d9b158c80b7469b5ea604a91ef	641	PRINTS	PR00301	70kDa heat shock protein signature	393	412	2.1E-69	T	14-10-2020				
HIN_062284	4cf3b1d9b158c80b7469b5ea604a91ef	641	PRINTS	PR00301	70kDa heat shock protein signature	32	44	2.1E-69	T	14-10-2020				
HIN_062284	4cf3b1d9b158c80b7469b5ea604a91ef	641	SUPERFAMILY	SSF100920	Heat shock protein 70kD (HSP70), peptide-binding domain	390	547	2.88E-53	T	14-10-2020	IPR029047	Heat shock protein 70kD, peptide-binding domain superfamily		Reactome: R-HSA-3371453
HIN_062284	4cf3b1d9b158c80b7469b5ea604a91ef	641	PANTHER	PTHR19375	HEAT SHOCK PROTEIN 70KDA	4	624	2.7E-264	T	14-10-2020	IPR013126	Heat shock protein 70 family		Reactome: R-HSA-3371453
HIN_062284	4cf3b1d9b158c80b7469b5ea604a91ef	641	SUPERFAMILY	SSF53067	Actin-like ATPase domain	4	186	2.78E-66	T	14-10-2020	IPR043129	ATPase, nucleotide binding domain		
HIN_062284	4cf3b1d9b158c80b7469b5ea604a91ef	641	Gene3D	G3DSA:3.30.420.40	-	188	366	8.7E-164	T	14-10-2020				
HIN_063276	f2a2721523639bab3d112db0e968b072	210	Gene3D	G3DSA:3.90.70.10	Cysteine proteinases	2	210	1.8E-51	T	14-10-2020				
HIN_063276	f2a2721523639bab3d112db0e968b072	210	SMART	SM00645	pept_c1	2	209	2.0E-25	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_063276	f2a2721523639bab3d112db0e968b072	210	Pfam	PF00112	Papain family cysteine protease	7	206	6.0E-43	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_063276	f2a2721523639bab3d112db0e968b072	210	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	12	205	8.0E-35	T	14-10-2020				
HIN_063276	f2a2721523639bab3d112db0e968b072	210	SUPERFAMILY	SSF54001	Cysteine proteinases	5	209	4.07E-48	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_063276	f2a2721523639bab3d112db0e968b072	210	PANTHER	PTHR12411:SF16	TUBULOINTERSTITIAL NEPHRITIS ANTIGEN-LIKE 1	12	205	8.0E-35	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	ProSitePatterns	PS01036	Heat shock hsp70 proteins family signature 3.	353	367	-	T	14-10-2020	IPR018181	Heat shock protein 70, conserved site		Reactome: R-HSA-3371453
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	SUPERFAMILY	SSF53067	Actin-like ATPase domain	209	398	2.92E-60	T	14-10-2020	IPR043129	ATPase, nucleotide binding domain		
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	Gene3D	G3DSA:2.60.34.10	Substrate Binding Domain Of DNAk; Chain A	394	522	4.7E-55	T	14-10-2020	IPR029047	Heat shock protein 70kD, peptide-binding domain superfamily		Reactome: R-HSA-3371453
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	SUPERFAMILY	SSF100920	Heat shock protein 70kD (HSP70), peptide-binding domain	404	557	1.57E-56	T	14-10-2020	IPR029047	Heat shock protein 70kD, peptide-binding domain superfamily		Reactome: R-HSA-3371453
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	PRINTS	PR00301	70kDa heat shock protein signature	17	30	1.2E-75	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	PRINTS	PR00301	70kDa heat shock protein signature	405	424	1.2E-75	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	PRINTS	PR00301	70kDa heat shock protein signature	68	76	1.2E-75	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	PRINTS	PR00301	70kDa heat shock protein signature	486	502	1.2E-75	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	PRINTS	PR00301	70kDa heat shock protein signature	161	181	1.2E-75	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	PRINTS	PR00301	70kDa heat shock protein signature	220	230	1.2E-75	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	PRINTS	PR00301	70kDa heat shock protein signature	381	401	1.2E-75	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	PRINTS	PR00301	70kDa heat shock protein signature	350	366	1.2E-75	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	PRINTS	PR00301	70kDa heat shock protein signature	45	57	1.2E-75	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	Coils	Coil	Coil	279	299	-	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	MobiDBLite	mobidb-lite	consensus disorder prediction	632	652	-	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	Gene3D	G3DSA:3.30.420.40	-	18	393	1.7E-156	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	Coils	Coil	Coil	588	608	-	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	Gene3D	G3DSA:3.90.640.10	Actin; Chain A	246	331	1.7E-156	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	Gene3D	G3DSA:3.30.420.40	-	203	381	1.7E-156	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	Pfam	PF00012	Hsp70 protein	18	630	3.8E-235	T	14-10-2020	IPR013126	Heat shock protein 70 family		Reactome: R-HSA-3371453
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	PANTHER	PTHR19375	HEAT SHOCK PROTEIN 70KDA	13	635	8.0E-237	T	14-10-2020	IPR013126	Heat shock protein 70 family		Reactome: R-HSA-3371453
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	ProSitePatterns	PS00297	Heat shock hsp70 proteins family signature 1.	21	28	-	T	14-10-2020	IPR018181	Heat shock protein 70, conserved site		Reactome: R-HSA-3371453
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	Gene3D	G3DSA:1.20.1270.10	-	525	631	2.0E-19	T	14-10-2020	IPR029048	Heat shock protein 70kD, C-terminal domain superfamily		Reactome: R-HSA-3371453
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	PANTHER	PTHR19375:SF405	HEAT SHOCK 70 KDA PROTEIN BIP4	13	635	8.0E-237	T	14-10-2020				
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	SUPERFAMILY	SSF53067	Actin-like ATPase domain	17	206	1.24E-63	T	14-10-2020	IPR043129	ATPase, nucleotide binding domain		
HIN_063782	ab741c10c7c494d18adca5fdb8d463fa	652	SUPERFAMILY	SSF100934	Heat shock protein 70kD (HSP70), C-terminal subdomain	553	633	1.57E-11	T	14-10-2020	IPR029048	Heat shock protein 70kD, C-terminal domain superfamily		Reactome: R-HSA-3371453
HIN_064953	623a7102d26a7344fea8b03abe64ad21	78	CDD	cd01803	Ubl_ubiquitin	1	74	5.65726E-36	T	14-10-2020				
HIN_064953	623a7102d26a7344fea8b03abe64ad21	78	ProSiteProfiles	PS50053	Ubiquitin domain profile.	1	74	24.333	T	14-10-2020	IPR000626	Ubiquitin-like domain	GO:0005515	
HIN_064953	623a7102d26a7344fea8b03abe64ad21	78	Pfam	PF00240	Ubiquitin family	3	74	2.8E-28	T	14-10-2020	IPR000626	Ubiquitin-like domain	GO:0005515	
HIN_064953	623a7102d26a7344fea8b03abe64ad21	78	Gene3D	G3DSA:3.10.20.90	-	1	78	6.2E-35	T	14-10-2020				
HIN_064953	623a7102d26a7344fea8b03abe64ad21	78	PANTHER	PTHR10666	UBIQUITIN	1	74	3.0E-35	T	14-10-2020				
HIN_064953	623a7102d26a7344fea8b03abe64ad21	78	SUPERFAMILY	SSF54236	Ubiquitin-like	1	74	2.49E-28	T	14-10-2020	IPR029071	Ubiquitin-like domain superfamily		
HIN_064953	623a7102d26a7344fea8b03abe64ad21	78	PRINTS	PR00348	Ubiquitin signature	53	74	9.5E-26	T	14-10-2020	IPR019956	Ubiquitin domain		
HIN_064953	623a7102d26a7344fea8b03abe64ad21	78	PRINTS	PR00348	Ubiquitin signature	32	52	9.5E-26	T	14-10-2020	IPR019956	Ubiquitin domain		
HIN_064953	623a7102d26a7344fea8b03abe64ad21	78	PRINTS	PR00348	Ubiquitin signature	11	31	9.5E-26	T	14-10-2020	IPR019956	Ubiquitin domain		
HIN_064953	623a7102d26a7344fea8b03abe64ad21	78	PANTHER	PTHR10666:SF364	-	1	74	3.0E-35	T	14-10-2020				
HIN_064953	623a7102d26a7344fea8b03abe64ad21	78	SMART	SM00213	ubq_7	1	72	7.7E-28	T	14-10-2020	IPR000626	Ubiquitin-like domain	GO:0005515	
HIN_064961	9d312d181bb869ff839ab1093edf51b5	78	PANTHER	PTHR10666	UBIQUITIN	1	74	1.4E-29	T	14-10-2020				
HIN_064961	9d312d181bb869ff839ab1093edf51b5	78	Pfam	PF00240	Ubiquitin family	3	74	5.4E-23	T	14-10-2020	IPR000626	Ubiquitin-like domain	GO:0005515	
HIN_064961	9d312d181bb869ff839ab1093edf51b5	78	SMART	SM00213	ubq_7	1	72	5.6E-25	T	14-10-2020	IPR000626	Ubiquitin-like domain	GO:0005515	
HIN_064961	9d312d181bb869ff839ab1093edf51b5	78	PANTHER	PTHR10666:SF364	-	1	74	1.4E-29	T	14-10-2020				
HIN_064961	9d312d181bb869ff839ab1093edf51b5	78	PRINTS	PR00348	Ubiquitin signature	53	74	2.6E-20	T	14-10-2020	IPR019956	Ubiquitin domain		
HIN_064961	9d312d181bb869ff839ab1093edf51b5	78	PRINTS	PR00348	Ubiquitin signature	11	31	2.6E-20	T	14-10-2020	IPR019956	Ubiquitin domain		
HIN_064961	9d312d181bb869ff839ab1093edf51b5	78	PRINTS	PR00348	Ubiquitin signature	32	52	2.6E-20	T	14-10-2020	IPR019956	Ubiquitin domain		
HIN_064961	9d312d181bb869ff839ab1093edf51b5	78	Gene3D	G3DSA:3.10.20.90	-	1	78	3.4E-30	T	14-10-2020				
HIN_064961	9d312d181bb869ff839ab1093edf51b5	78	ProSiteProfiles	PS50053	Ubiquitin domain profile.	1	72	21.023	T	14-10-2020	IPR000626	Ubiquitin-like domain	GO:0005515	
HIN_064961	9d312d181bb869ff839ab1093edf51b5	78	SUPERFAMILY	SSF54236	Ubiquitin-like	1	74	2.81E-23	T	14-10-2020	IPR029071	Ubiquitin-like domain superfamily		
HIN_064961	9d312d181bb869ff839ab1093edf51b5	78	CDD	cd01803	Ubl_ubiquitin	1	75	7.02173E-32	T	14-10-2020				
HIN_072029	1d05f319cfbbfeda641115d942ac2007	213	Gene3D	G3DSA:3.90.70.10	Cysteine proteinases	2	190	1.4E-40	T	14-10-2020				
HIN_072029	1d05f319cfbbfeda641115d942ac2007	213	SUPERFAMILY	SSF54001	Cysteine proteinases	4	185	2.25E-37	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_072029	1d05f319cfbbfeda641115d942ac2007	213	Pfam	PF00112	Papain family cysteine protease	4	186	1.5E-33	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_072029	1d05f319cfbbfeda641115d942ac2007	213	PRINTS	PR00705	Papain cysteine protease (C1) family signature	164	174	1.6E-6	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_072029	1d05f319cfbbfeda641115d942ac2007	213	PRINTS	PR00705	Papain cysteine protease (C1) family signature	180	186	1.6E-6	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_072029	1d05f319cfbbfeda641115d942ac2007	213	PRINTS	PR00705	Papain cysteine protease (C1) family signature	2	17	1.6E-6	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_072029	1d05f319cfbbfeda641115d942ac2007	213	CDD	cd02248	Peptidase_C1A	5	185	4.96502E-41	T	14-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_072029	1d05f319cfbbfeda641115d942ac2007	213	PANTHER	PTHR12411:SF703	CLAN CA, FAMILY C1, CATHEPSIN L-LIKE CYSTEINE PEPTIDASE	4	185	1.2E-47	T	14-10-2020				
HIN_072029	1d05f319cfbbfeda641115d942ac2007	213	SMART	SM00645	pept_c1	1	204	1.9E-17	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_072029	1d05f319cfbbfeda641115d942ac2007	213	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	4	185	1.2E-47	T	14-10-2020				
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	SUPERFAMILY	SSF81923	Double Clp-N motif	2	151	1.47E-22	T	14-10-2020	IPR036628	Clp, N-terminal domain superfamily		
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	Gene3D	G3DSA:3.40.50.300	-	553	768	1.9E-78	T	14-10-2020				
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	Gene3D	G3DSA:3.40.50.300	-	344	548	3.0E-55	T	14-10-2020				
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	ProSiteProfiles	PS51903	Clp repeat (R) domain profile.	1	144	21.947	T	14-10-2020	IPR004176	Clp,  repeat (R) domain		
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	CDD	cd00009	AAA	575	769	5.33886E-19	T	14-10-2020				
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	PANTHER	PTHR11638	ATP-DEPENDENT CLP PROTEASE	3	844	4.1E-283	T	14-10-2020				
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	Pfam	PF07724	AAA domain (Cdc48 subfamily)	601	764	4.9E-49	T	14-10-2020	IPR003959	ATPase, AAA-type, core	GO:0005524|GO:0016887	
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	ProSitePatterns	PS00871	Chaperonins clpA/B signature 2.	635	653	-	T	14-10-2020	IPR028299	ClpA/B, conserved site 2		
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	Coils	Coil	Coil	439	497	-	T	14-10-2020				
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	PANTHER	PTHR11638:SF18	CHAPERONE PROTEIN CLPB3, CHLOROPLASTIC	3	844	4.1E-283	T	14-10-2020				
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	Pfam	PF02861	Clp amino terminal domain, pathogenicity island component	15	63	1.9E-8	T	14-10-2020	IPR004176	Clp,  repeat (R) domain		
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	ProSitePatterns	PS00870	Chaperonins clpA/B signature 1.	290	302	-	T	14-10-2020	IPR018368	ClpA/B, conserved site 1	GO:0005524	
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	SMART	SM00382	AAA_5	194	339	2.5E-8	T	14-10-2020	IPR003593	AAA+ ATPase domain		
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	SMART	SM00382	AAA_5	601	771	1.9E-11	T	14-10-2020	IPR003593	AAA+ ATPase domain		
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	SMART	SM01086	ClpB_D2_small_2	770	851	1.7E-9	T	14-10-2020	IPR019489	Clp ATPase, C-terminal		
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	CDD	cd00009	AAA	177	332	3.69778E-19	T	14-10-2020				
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	Pfam	PF10431	C-terminal, D2-small domain, of ClpB protein	770	842	4.1E-13	T	14-10-2020	IPR019489	Clp ATPase, C-terminal		
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	PRINTS	PR00300	ATP-dependent Clp protease ATP-binding subunit signature	679	697	8.1E-35	T	14-10-2020	IPR001270	ClpA/B family	GO:0005524	
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	PRINTS	PR00300	ATP-dependent Clp protease ATP-binding subunit signature	650	668	8.1E-35	T	14-10-2020	IPR001270	ClpA/B family	GO:0005524	
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	PRINTS	PR00300	ATP-dependent Clp protease ATP-binding subunit signature	712	726	8.1E-35	T	14-10-2020	IPR001270	ClpA/B family	GO:0005524	
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	PRINTS	PR00300	ATP-dependent Clp protease ATP-binding subunit signature	605	623	8.1E-35	T	14-10-2020	IPR001270	ClpA/B family	GO:0005524	
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	550	841	3.1E-69	T	14-10-2020	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	Pfam	PF17871	AAA lid domain	340	442	2.9E-27	T	14-10-2020	IPR041546	ClpA/ClpB, AAA lid domain		
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	Gene3D	G3DSA:1.10.1780.10	-	1	155	3.8E-21	T	14-10-2020	IPR036628	Clp, N-terminal domain superfamily		
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	Coils	Coil	Coil	410	430	-	T	14-10-2020				
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	Gene3D	G3DSA:3.40.50.300	-	156	343	6.1E-67	T	14-10-2020				
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	Gene3D	G3DSA:1.10.8.60	-	770	861	2.0E-12	T	14-10-2020				
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	199	323	4.8E-12	T	14-10-2020	IPR003959	ATPase, AAA-type, core	GO:0005524|GO:0016887	
HIN_074611	2b0b02fee23045a80c44c47855084fde	863	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	154	549	5.07E-82	T	14-10-2020	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	4	26	1.2E-49	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	140	164	1.2E-49	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	57	67	1.2E-49	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	37	52	1.2E-49	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	104	112	1.2E-49	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	126	138	1.2E-49	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	273	291	1.2E-49	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PRINTS	PR00469	Pyridine nucleotide disulphide reductase class-II signature	192	208	1.2E-49	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	Gene3D	G3DSA:3.50.50.60	-	5	309	1.7E-93	T	14-10-2020	IPR036188	FAD/NAD(P)-binding domain superfamily		
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PANTHER	PTHR48105	THIOREDOXIN REDUCTASE 1-RELATED-RELATED	4	314	2.2E-87	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	Pfam	PF07992	Pyridine nucleotide-disulphide oxidoreductase	4	299	2.6E-36	T	14-10-2020	IPR023753	FAD/NAD(P)-binding domain	GO:0016491|GO:0055114	
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	Gene3D	G3DSA:3.50.50.60	-	120	241	1.7E-93	T	14-10-2020	IPR036188	FAD/NAD(P)-binding domain superfamily		
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	5	24	7.3E-27	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	263	285	7.3E-27	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	144	162	7.3E-27	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	228	244	7.3E-27	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	103	121	7.3E-27	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	PANTHER	PTHR48105:SF16	THIOREDOXIN REDUCTASE 1-RELATED	4	314	2.2E-87	T	14-10-2020				
HIN_075803	5bd87782d0a4c8e52087017b0b041728	319	SUPERFAMILY	SSF51905	FAD/NAD(P)-binding domain	2	256	8.47E-34	T	14-10-2020	IPR036188	FAD/NAD(P)-binding domain superfamily		
HIN_076408	da8a38a98a953830be651aaef4def068	285	Pfam	PF00632	HECT-domain (ubiquitin-transferase)	4	284	1.4E-81	T	14-10-2020	IPR000569	HECT domain	GO:0004842	MetaCyc: PWY-7511|Reactome: R-HSA-983168
HIN_076408	da8a38a98a953830be651aaef4def068	285	Gene3D	G3DSA:3.30.2160.10	Hect	56	135	4.1E-48	T	14-10-2020				
HIN_076408	da8a38a98a953830be651aaef4def068	285	Gene3D	G3DSA:3.90.1750.10	Hect	3	170	4.1E-48	T	14-10-2020				
HIN_076408	da8a38a98a953830be651aaef4def068	285	SUPERFAMILY	SSF56204	Hect, E3 ligase catalytic domain	3	278	1.7E-82	T	14-10-2020	IPR035983	HECT, E3 ligase catalytic domain	GO:0004842	MetaCyc: PWY-7511|Reactome: R-HSA-983168
HIN_076408	da8a38a98a953830be651aaef4def068	285	ProSiteProfiles	PS50237	HECT domain profile.	1	285	61.621	T	14-10-2020	IPR000569	HECT domain	GO:0004842	MetaCyc: PWY-7511|Reactome: R-HSA-983168
HIN_076408	da8a38a98a953830be651aaef4def068	285	Gene3D	G3DSA:3.30.2410.10	Hect	171	285	5.2E-36	T	14-10-2020				
HIN_076408	da8a38a98a953830be651aaef4def068	285	SMART	SM00119	hect_3	1	285	9.3E-52	T	14-10-2020	IPR000569	HECT domain	GO:0004842	MetaCyc: PWY-7511|Reactome: R-HSA-983168
HIN_076408	da8a38a98a953830be651aaef4def068	285	PANTHER	PTHR45700	UBIQUITIN-PROTEIN LIGASE E3C	19	284	9.0E-71	T	14-10-2020				
HIN_076408	da8a38a98a953830be651aaef4def068	285	PANTHER	PTHR45700:SF2	UBIQUITIN-PROTEIN LIGASE E3C	19	284	9.0E-71	T	14-10-2020				
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	Gene3D	G3DSA:3.30.230.80	-	262	430	1.6E-74	T	14-10-2020				
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like	264	518	9.1E-97	T	14-10-2020	IPR020568	Ribosomal protein S5 domain 2-type fold		
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	PIRSF	PIRSF002583	HSP90_HTPG	1	698	7.8E-236	T	14-10-2020	IPR001404	Heat shock protein Hsp90 family	GO:0005524|GO:0006457|GO:0051082	
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	SMART	SM00387	HKATPase_4	25	179	1.1E-7	T	14-10-2020	IPR003594	Histidine kinase/HSP90-like ATPase		
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	Coils	Coil	Coil	388	408	-	T	14-10-2020				
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	MobiDBLite	mobidb-lite	consensus disorder prediction	215	251	-	T	14-10-2020				
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	Gene3D	G3DSA:3.30.565.10	-	3	207	1.3E-94	T	14-10-2020	IPR036890	Histidine kinase/HSP90-like ATPase superfamily		
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	PANTHER	PTHR11528	HEAT SHOCK PROTEIN 90 FAMILY MEMBER	3	686	2.8E-260	T	14-10-2020	IPR001404	Heat shock protein Hsp90 family	GO:0005524|GO:0006457|GO:0051082	
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	CDD	cd16927	HATPase_Hsp90-like	12	199	2.97909E-93	T	14-10-2020				
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	26	178	5.3E-12	T	14-10-2020	IPR003594	Histidine kinase/HSP90-like ATPase		
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	Gene3D	G3DSA:1.20.120.790	-	518	668	2.2E-55	T	14-10-2020	IPR037196	HSP90, C-terminal domain		
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	SUPERFAMILY	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	1	206	5.48E-66	T	14-10-2020	IPR036890	Histidine kinase/HSP90-like ATPase superfamily		
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	Gene3D	G3DSA:3.40.50.11260	-	431	517	1.2E-33	T	14-10-2020				
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	Coils	Coil	Coil	206	239	-	T	14-10-2020				
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	Coils	Coil	Coil	522	549	-	T	14-10-2020				
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	PRINTS	PR00775	90kDa heat shock protein signature	73	90	1.3E-71	T	14-10-2020	IPR020575	Heat shock protein Hsp90, N-terminal		
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	PRINTS	PR00775	90kDa heat shock protein signature	3	23	1.3E-71	T	14-10-2020	IPR020575	Heat shock protein Hsp90, N-terminal		
HIN_082198	41b72d8b22104fbe10c16c000fc9e601	698	PRINTS	PR00775	90kDa heat shock protein signature	116	138	1.3E-71	T	14-10-2020	IPR020575	Heat shock protein Hsp90, N-terminal		
